"date","var1","var2"
2005-01-01,1.20935357590249,31.9954185590336
2005-02-01,-1.14597426001955,4.04947101475554
2005-03-01,2.01906710573767,61.5430058578739
2005-04-01,0.00763624930432788,-29.5496778468904
2005-05-01,1.92523091215247,48.6709667662186
2005-06-01,0.0238126884468916,47.6779410303979
2005-07-01,0.876727827564316,-12.790811614024
2005-08-01,2.25430638535931,14.8068113733293
2005-09-01,-0.773304727113307,67.2116916692269
2005-10-01,-0.933062635764076,13.6268918159593
2005-11-01,0.51774121046866,49.1750124580013
2005-12-01,0.830636388696049,-22.8066194313786
2006-01-01,0.751129507670937,52.0117191871437
2006-02-01,-1.13944671158974,9.75654586204988
2006-03-01,2.58425308912427,-23.4726703807186
2006-04-01,0.91892996111227,40.2735136955222
2006-05-01,1.87455901908899,19.7472907311669
2006-06-01,1.29895323876199,-47.2197303482508
2006-07-01,0.999962708695832,5.59826270652323
2006-08-01,2.35334475632763,1.65692541590918
2006-09-01,2.73375303350529,28.9049434872379
2006-10-01,3.15155092139611,24.9151448770525
2006-11-01,4.04522424306213,-13.3869960634141
2006-12-01,2.02021245826596,-5.96685850864486
2007-01-01,2.5100925733589,-6.76922175685534
2007-02-01,2.40225261838188,35.0505530127342
2007-03-01,1.92788174378775,-7.42855046614363
2007-04-01,2.56461585913327,10.9222927714874
2007-05-01,1.09094007086897,16.7999811955207
2007-06-01,2.06315570800323,26.6956855111976
2007-07-01,3.7229634765931,49.8395871211858
2007-08-01,3.25438815786519,17.3414347910092
2007-09-01,5.68909508202178,33.7904100116387
2007-10-01,3.47223835500249,13.6995747440163
2007-11-01,3.21752032120257,49.9588134787232
2007-12-01,3.43945491620333,7.90894011612005
2008-01-01,1.43882630549859,11.9347837985295
2008-02-01,3.85459166653588,31.0018466440641
2008-03-01,3.29595001789242,-15.3398827799415
2008-04-01,3.03388066477204,9.75962538928926
2008-05-01,4.62456074770865,28.9790074676049
2008-06-01,4.08974558945499,24.5544732011035
2008-07-01,4.511166808186,12.0051874928916
2008-08-01,4.82631376464382,0.790177756154245
2008-09-01,4.73578264055474,-68.1692814932265
2008-10-01,7.00226190398991,28.600309987826
2008-11-01,3.42464646701114,38.1697983348223
2008-12-01,3.13324742529223,-35.7247938652395
2009-01-01,3.28714172532139,-19.2206299208293
2009-02-01,4.9033224870966,-6.2784984178548
2009-03-01,5.06941260088847,67.4838427802035
2009-04-01,5.06536146064234,10.7304778592347
2009-05-01,5.57655944438313,23.7815289488194
2009-06-01,5.53823857002995,29.5399535683706
2009-07-01,6.58482361039237,-23.7610218159742
2009-08-01,5.32350472896111,22.3186056055293
2009-09-01,5.64820923307637,-34.3589086367402
2009-10-01,5.09378819902815,12.0680671670257
2009-11-01,6.09129001050005,17.1417831121221
2009-12-01,5.04234448136721,-17.025808617278
2010-01-01,7.93274167049254,21.5413560044879
2010-02-01,4.74415483649192,-22.0687274725284
2010-03-01,5.12290098133795,16.3876332224736
2010-04-01,6.55506444551938,-23.5599581695938
2010-05-01,5.57219544325139,32.675786780397
2010-06-01,5.91747575785353,26.713678043009
2010-07-01,7.16668675310894,-4.58816788733577
2010-08-01,7.73619445579767,36.6493558086978
2010-09-01,6.99311264529412,-24.659944383788
2010-10-01,7.66239719670279,-7.82148183817672
2010-11-01,6.86218281288153,19.3244340465548
2010-12-01,6.49245187175471,24.1188505149831
